Exo_type_id,Exo_type,Exo_objective,Exo_focus,Exo_id,Source_format,Target_format,Source_sentence_id,Source_word_id,Source_lang,Target_lang,Full_sentence,Instruction,Sentence_w_blank,Right_answer,Dist_1,Dist_2,Dist_3,Explanation,Difficulty,Remediation
10,Flashcards,Learning vocabulary,,99,text,text,,103.0,French,Hindi,भयंकर गरम,,,Brûlant,,,,,C1,
10,Flashcards,Learning vocabulary,,100,text,text,,104.0,French,Hindi,कच्चे,,,Cru,,,,,C1,
10,Flashcards,Learning vocabulary,,101,text,text,,105.0,French,Hindi,पकी,,,Cuit,,,,,C1,
10,Flashcards,Learning vocabulary,,102,text,text,,106.0,French,Hindi,उपजाउ,,,Fertile,,,,,C1,
10,Flashcards,Learning vocabulary,,103,text,text,,107.0,French,Hindi,बांझ,,,Stérile,,,,,B2,
10,Flashcards,Learning vocabulary,,104,text,text,,108.0,French,Hindi,भारी,,,Lourd,,,,,C1,
10,Flashcards,Learning vocabulary,,105,text,text,,109.0,French,Hindi,हल्की,,,Léger,,,,,C1,
10,Flashcards,Learning vocabulary,,106,text,text,,110.0,French,Hindi,बार बार,,,Fréquent,,,,,B2,
10,Flashcards,Learning vocabulary,,107,text,text,,111.0,French,Hindi,रेअर / विरला,,,Rare,,,,,A2,
10,Flashcards,Learning vocabulary,,108,text,text,,112.0,French,Hindi,हास्यास्पद / बेहूदा,,,Ridicule,,,,,B2,
10,Flashcards,Learning vocabulary,,109,text,text,,113.0,French,Hindi,अगले,,,Prochain,,,,,C1,
10,Flashcards,Learning vocabulary,,110,text,text,,114.0,French,Hindi,आखरी,,,Dernier,,,,,C1,
10,Flashcards,Learning vocabulary,,111,text,text,,115.0,French,Hindi,जबरदस्त,,,Puissant,,,,,C1,
10,Flashcards,Learning vocabulary,,112,text,text,,116.0,French,Hindi,बेबस,,,Impuissant,,,,,B2,
10,Flashcards,Learning vocabulary,,113,text,text,,117.0,French,Hindi,मुमकिन,,,Possible,,,,,A1,
10,Flashcards,Learning vocabulary,,114,text,text,,118.0,French,Hindi,संभव,,,Probable,,,,,C1,
10,Flashcards,Learning vocabulary,,115,text,text,,119.0,French,Hindi,सामयिक,,,Périodique,,,,,C1,
10,Flashcards,Learning vocabulary,,116,text,text,,120.0,French,Hindi,बहुमूल्य,,,Précieux,,,,,C1,
10,Flashcards,Learning vocabulary,,117,text,text,,121.0,French,Hindi,प्रायवेट प्रॉपर्टी / निजी जायदाद,,,Privé,,,,,A2,
10,Flashcards,Learning vocabulary,,118,text,text,,122.0,French,Hindi,सार्वजनिक,,,Public,,,,,C1,
10,Flashcards,Learning vocabulary,,119,text,text,,123.0,French,Hindi,पक्का विश्वास,,,Sûr,,,,,C1,
10,Flashcards,Learning vocabulary,,120,text,text,,124.0,French,Hindi,नियमित,,,Régulier,,,,,A1,
10,Flashcards,Learning vocabulary,,121,text,text,,125.0,French,Hindi,गँवार,,,Rustique,,,,,A2,
10,Flashcards,Learning vocabulary,,122,text,text,,126.0,French,Hindi,समतल,,,Plat,,,,,C1,
10,Flashcards,Learning vocabulary,,123,text,text,,127.0,French,Hindi,दांभिक,,,Snob,,,,,B1,
10,Flashcards,Learning vocabulary,,124,text,text,,128.0,French,Hindi,पतली/ दुबली,,,Mince,,,,,B1,
10,Flashcards,Learning vocabulary,,125,text,text,,129.0,French,Hindi,फुर्तीला / चपल,,,Agile,,,,,C1,
10,Flashcards,Learning vocabulary,,126,text,text,,130.0,French,Hindi,थकानेवाला,,,Fatigant,,,,,B2,
10,Flashcards,Learning vocabulary,,127,text,text,,131.0,French,Hindi,अनूठा,,,Unique,,,,,C1,
10,Flashcards,Learning vocabulary,,128,text,text,,132.0,French,Hindi,अंतहसूचना,,,Féminin,,,,,C1,
10,Flashcards,Learning vocabulary,,129,text,text,,133.0,French,Hindi,मर्दाना,,,Masculin,,,,,B2,
10,Flashcards,Learning vocabulary,,130,text,text,,134.0,French,Hindi,सहज-प्रवृत्ति से / नैसर्गिक / प्राकृतिक,,,Instinctif,,,,,C1,
10,Flashcards,Learning vocabulary,,131,text,text,,135.0,French,Hindi,परम / अंतिम,,,Absolu,,,,,C1,
10,Flashcards,Learning vocabulary,,132,text,text,,136.0,French,Hindi,कुँवारा / व्हर्जिन,,,Vierge,,,,,B1,
10,Flashcards,Learning vocabulary,,133,text,text,,137.0,French,Hindi,व्यतीत,,,Ordinaire,,,,,A2,
10,Flashcards,Learning vocabulary,,134,text,text,,138.0,French,Hindi,असाधारण,,,Extraordinaire,,,,,C1,
10,Flashcards,Learning vocabulary,,135,text,text,,139.0,French,Hindi,तुरंत,,,Rapidement,,,,,C1,
10,Flashcards,Learning vocabulary,,136,text,text,,140.0,French,Hindi,धीरे,,,Lentement,,,,,C1,
10,Flashcards,Learning vocabulary,,137,text,text,,141.0,French,Hindi,एकाएक / अकस्मात,,,Tout à coup,,,,,B1,
10,Flashcards,Learning vocabulary,,138,text,text,,142.0,French,Hindi,मुख्यतः,,,Surtout,,,,,B2,
10,Flashcards,Learning vocabulary,,139,text,text,,143.0,French,Hindi,ज़्यादातर,,,La plupart du temps,,,,,B2,
10,Flashcards,Learning vocabulary,,140,text,text,,144.0,French,Hindi,भरपेट,,,Assez,,,,,C1,
10,Flashcards,Learning vocabulary,,141,text,text,,145.0,French,Hindi,काफ़ी,,,Assez,,,,,C1,
10,Flashcards,Learning vocabulary,,142,text,text,,146.0,French,Hindi,काफ़ी / पूर्ण रूपसे,,,Plutôt,,,,,C1,
10,Flashcards,Learning vocabulary,,143,text,text,,147.0,French,Hindi,क्वचित / बहोत कम बार,,,Rarement,,,,,C1,
10,Flashcards,Learning vocabulary,,144,text,text,,148.0,French,Hindi,ज़्यादातर,,,Souvent,,,,,B2,
10,Flashcards,Learning vocabulary,,145,text,text,,149.0,French,Hindi,हमेशा,,,Toujours,,,,,B2,
10,Flashcards,Learning vocabulary,,146,text,text,,150.0,French,Hindi,कभीभी,,,Jamais,,,,,C1,
10,Flashcards,Learning vocabulary,,147,text,text,,151.0,French,Hindi,कभी कभी / बीच बीच मे,,,De temps en temps,,,,,B2,
10,Flashcards,Learning vocabulary,,148,text,text,,152.0,French,Hindi,काफ़ी / बहोत,,,Beaucoup,,,,,C1,
10,Flashcards,Learning vocabulary,,149,text,text,,153.0,French,Hindi,थोडासा,,,Peu,,,,,C1,
10,Flashcards,Learning vocabulary,,150,text,text,,154.0,French,Hindi,साधारणतः,,,Généralement,,,,,C1,
10,Flashcards,Learning vocabulary,,151,text,text,,156.0,French,Hindi,कल,,,Hier,,,,,C1,
10,Flashcards,Learning vocabulary,,152,text,text,,157.0,French,Hindi,आज,,,Aujourd'hui,,,,,B2,
10,Flashcards,Learning vocabulary,,153,text,text,,158.0,French,Hindi,कल,,,Demain,,,,,C1,
10,Flashcards,Learning vocabulary,,154,text,text,,159.0,French,Hindi,बाद मे,,,Plus tard,,,,,B2,
10,Flashcards,Learning vocabulary,,155,text,text,,160.0,French,Hindi,आख़िर,,,Finalement,,,,,C1,
10,Flashcards,Learning vocabulary,,156,text,text,,161.0,French,Hindi,लगातार,,,Constamment ,,,,,C1,
10,Flashcards,Learning vocabulary,,157,text,text,,162.0,French,Hindi,पहले ही,,,déjà,,,,,C1,
10,Flashcards,Learning vocabulary,,158,text,text,,163.0,French,Hindi,काफ़ी दूर,,,Loin,,,,,B1,
10,Flashcards,Learning vocabulary,,159,text,text,,164.0,French,Hindi,बाजूमे / पास मे,,,Près,,,,,B2,
10,Flashcards,Learning vocabulary,,160,text,text,,165.0,French,Hindi,कम,,,Moins,,,,,B2,
10,Flashcards,Learning vocabulary,,161,text,text,,166.0,French,Hindi,अधिक,,,Plus,,,,,C1,
10,Flashcards,Learning vocabulary,,162,text,text,,167.0,French,Hindi,कहीं और,,,Ailleurs,,,,,B2,
10,Flashcards,Learning vocabulary,,163,text,text,,168.0,French,Hindi,लगभग,,,Presque,,,,,C1,
10,Flashcards,Learning vocabulary,,164,text,text,,169.0,French,Hindi,काफ़ी/ बहोत देर से,,,Trop,,,,,C1,
10,Flashcards,Learning vocabulary,,165,text,text,,170.0,French,Hindi,भी,,,Aussi,,,,,C1,
10,Flashcards,Learning vocabulary,,166,text,text,,171.0,French,Hindi,एकसाथ,,,Ensemble,,,,,C1,
10,Flashcards,Learning vocabulary,,167,text,text,,172.0,French,Hindi,पीछे,,,Derrière,,,,,C1,
10,Flashcards,Learning vocabulary,,168,text,text,,173.0,French,Hindi,उसने उपर से दूसरी तरफ,,,Au-dessus,,,,,C1,
10,Flashcards,Learning vocabulary,,169,text,text,,174.0,French,Hindi,नीचे,,,En-dessous,,,,,A1,
10,Flashcards,Learning vocabulary,,170,text,text,,175.0,French,Hindi,उपर,,,Sur,,,,,C1,
10,Flashcards,Learning vocabulary,,171,text,text,,176.0,French,Hindi,बिच मे,,,Entre,,,,,B2,
10,Flashcards,Learning vocabulary,,172,text,text,,177.0,French,Hindi,पहुँचा,,,Avant,,,,,C1,
10,Flashcards,Learning vocabulary,,173,text,text,,178.0,French,Hindi,बाद,,,Après,,,,,B2,
10,Flashcards,Learning vocabulary,,174,text,text,,179.0,French,Hindi,बाजू मे,,,A côté de,,,,,B2,
10,Flashcards,Learning vocabulary,,175,text,text,,180.0,French,Hindi,सिर्फ़,,,Seulement,,,,,C1,
10,Flashcards,Learning vocabulary,,176,text,text,,181.0,French,Hindi,सचमुच,,,Vraiment,,,,,C1,
10,Flashcards,Learning vocabulary,,177,text,text,,182.0,French,Hindi,फिर,,,Puis,,,,,C1,
10,Flashcards,Learning vocabulary,,178,text,text,,183.0,French,Hindi,नीचे,,,Sous,,,,,A1,
10,Flashcards,Learning vocabulary,,179,text,text,,184.0,French,Hindi,के बारे मे,,,A propos de,,,,,B2,
10,Flashcards,Learning vocabulary,,180,text,text,,185.0,French,Hindi,होते हुए भी,,,Même,,,,,C1,
10,Flashcards,Learning vocabulary,,181,text,text,,186.0,French,Hindi,के बाहर,,,Hors de,,,,,B2,
10,Flashcards,Learning vocabulary,,182,text,text,,187.0,French,Hindi,अंदर,,,A l'intérieur de,,,,,C1,
10,Flashcards,Learning vocabulary,,183,text,text,,188.0,French,Hindi,बाहर,,,Dehors,,,,,B2,
10,Flashcards,Learning vocabulary,,184,text,text,,189.0,French,Hindi,अंदर,,,Dedans,,,,,C1,
10,Flashcards,Learning vocabulary,,185,text,text,,190.0,French,Hindi,अंदर,,,Dans,,,,,C1,
10,Flashcards,Learning vocabulary,,186,text,text,,191.0,French,Hindi,नियमित रूप से,,,Régulièrement,,,,,A1,
10,Flashcards,Learning vocabulary,,187,text,text,,192.0,French,Hindi,आसानीसे,,,Facilement,,,,,B2,
10,Flashcards,Learning vocabulary,,188,text,text,,193.0,French,Hindi,हाल ही मे,,,Récemment,,,,,C1,
10,Flashcards,Learning vocabulary,,189,text,text,,194.0,French,Hindi,बुद्धिमानी से,,,Intelligement,,,,,B1,
10,Flashcards,Learning vocabulary,,190,text,text,,195.0,French,Hindi,संभवतः,,,Eventuellement,,,,,C1,
10,Flashcards,Learning vocabulary,,191,text,text,,196.0,French,Hindi,खुशिसे,,,Joyeusement,,,,,B2,
10,Flashcards,Learning vocabulary,,192,text,text,,197.0,French,Hindi,तुरंत,,,Immédiatement,,,,,C1,
10,Flashcards,Learning vocabulary,,193,text,text,,198.0,French,Hindi,पूरी तरह,,,Complètement,,,,,C1,
10,Flashcards,Learning vocabulary,,194,text,text,,199.0,French,Hindi,भयंकर घुस्से से,,,Violemment,,,,,B1,
10,Flashcards,Learning vocabulary,,195,text,text,,200.0,French,Hindi,मजबूत / पक्का,,,Solidement,,,,,C1,
10,Flashcards,Learning vocabulary,,196,text,text,,201.0,French,Hindi,नम्रतापूर्वक,,,Poliment,,,,,C1,
10,Flashcards,Learning vocabulary,,197,text,text,,202.0,French,Hindi,ईमानदारीसे,,,Franchement,,,,,C1,
10,Flashcards,Learning vocabulary,,198,text,text,,204.0,French,Hindi,बार बार,,,Périodiquement,,,,,B2,
10,Flashcards,Learning vocabulary,,199,text,text,,205.0,French,Hindi,संभवतः,,,Probablement,,,,,C1,
10,Flashcards,Learning vocabulary,,200,text,text,,206.0,French,Hindi,जाहिर है,,,évidemment,,,,,C1,
10,Flashcards,Learning vocabulary,,201,text,text,,207.0,French,Hindi,शांतिपूर्वक,,,Calmement,,,,,C1,
10,Flashcards,Learning vocabulary,,202,text,text,,208.0,French,Hindi,लंबी,,,Longuement,,,,,B2,
10,Flashcards,Learning vocabulary,,203,text,text,,209.0,French,Hindi,भारी,,,Largement,,,,,C1,
10,Flashcards,Learning vocabulary,,204,text,text,,210.0,French,Hindi,ज़रूर,,,Surement,,,,,C1,
10,Flashcards,Learning vocabulary,,205,text,text,,212.0,French,Hindi,ठीक इसी,,,Précisément,,,,,B1,
10,Flashcards,Learning vocabulary,,206,text,text,,213.0,French,Hindi,यांत्रिक रूप से,,,Mécaniquement,,,,,B2,
10,Flashcards,Learning vocabulary,,207,text,text,,214.0,French,Hindi,कार्यक्षमता से,,,Efficacement,,,,,C1,
10,Flashcards,Learning vocabulary,,208,text,text,,215.0,French,Hindi,गम्भीर,,,Sérieusement,,,,,C1,
10,Flashcards,Learning vocabulary,,209,text,text,,217.0,French,Hindi,उदारतावश मुक्तहस्त से,,,Généreusement,,,,,C1,
10,Flashcards,Learning vocabulary,,210,text,text,,218.0,French,Hindi,सहज प्रवृत्ति से,,,Instinctivement,,,,,C1,
10,Flashcards,Learning vocabulary,,211,text,text,,219.0,French,Hindi,तेंदुआ,,,Panthère,,,,,B1,
10,Flashcards,Learning vocabulary,,212,text,text,,220.0,French,Hindi,चौसिंगा हिरन,,,Antilope,,,,,C1,
10,Flashcards,Learning vocabulary,,213,text,text,,221.0,French,Hindi,गिनीपीग,,,Cochon d'Inde,,,,,A1,
10,Flashcards,Learning vocabulary,,214,text,text,,222.0,French,Hindi,हॅम्स्टर,,,Hamster,,,,,C1,
10,Flashcards,Learning vocabulary,,215,text,text,,223.0,French,Hindi,फ्लेमिंगोस,,,Flamant rose,,,,,C1,
10,Flashcards,Learning vocabulary,,216,text,text,,224.0,French,Hindi,खरगोश,,,Lapin,,,,,C1,
10,Flashcards,Learning vocabulary,,217,text,text,,225.0,French,Hindi,खरगोश,,,Lièvre,,,,,C1,
10,Flashcards,Learning vocabulary,,218,text,text,,226.0,French,Hindi,गिलहरी,,,Ecureuil,,,,,C1,
10,Flashcards,Learning vocabulary,,219,text,text,,227.0,French,Hindi,कलहंसी,,,Oie,,,,,C1,
10,Flashcards,Learning vocabulary,,220,text,text,,228.0,French,Hindi,टर्की,,,Dinde,,,,,C1,
10,Flashcards,Learning vocabulary,,221,text,text,,229.0,French,Hindi,टर्की,,,Dindon,,,,,C1,
10,Flashcards,Learning vocabulary,,222,text,text,,230.0,French,Hindi,हिरनी,,,Biche,,,,,C1,
10,Flashcards,Learning vocabulary,,223,text,text,,231.0,French,Hindi,हिरन,,,Cerf,,,,,C1,
10,Flashcards,Learning vocabulary,,224,text,text,,232.0,French,Hindi,मृगशावक / हिरन का बच्चा,,,Faon,,,,,C1,
10,Flashcards,Learning vocabulary,,225,text,text,,233.0,French,Hindi,हाईना,,,Hyène,,,,,C1,
10,Flashcards,Learning vocabulary,,226,text,text,,234.0,French,Hindi,सांड़नी,,,Dromadaire,,,,,A1,
10,Flashcards,Learning vocabulary,,227,text,text,,235.0,French,Hindi,बिच्छू,,,Scorpion,,,,,B2,
10,Flashcards,Learning vocabulary,,228,text,text,,236.0,French,Hindi,काँटाचूहा / साही,,,Hérisson,,,,,C1,
10,Flashcards,Learning vocabulary,,229,text,text,,237.0,French,Hindi,कछुआ,,,Tortue,,,,,A2,
10,Flashcards,Learning vocabulary,,230,text,text,,238.0,French,Hindi,कांगारु,,,Kangourou,,,,,C1,
10,Flashcards,Learning vocabulary,,231,text,text,,239.0,French,Hindi,कोआलाज,,,Koala,,,,,C1,
10,Flashcards,Learning vocabulary,,232,text,text,,240.0,French,Hindi,पर्च,,,Perche,,,,,A2,
10,Flashcards,Learning vocabulary,,233,text,text,,241.0,French,Hindi,कार्प,,,Carpe,,,,,C1,
10,Flashcards,Learning vocabulary,,234,text,text,,242.0,French,Hindi,ट्राउट,,,Truite,,,,,C1,
